,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status,MLS Listing,Description,payment_per_month
house_1497,Single Family Residential,315 Yampa Way ,Fremont,CA,94539,1649000,4,2,2415,,1987,1989,0,, 2,Warm Springs Elementary School,8,,,John M. Horner Junior High School,9,,,39,38,56," $1,664,261",New,40897249,"HONEY STOP THE CAR!! THIS IS ONE OF THE ONLY HOMES FOR SALE IN ALL OF WARM SPRINGS!! WHAT A LOCATION!! SO, SO CLOSE TO BOTH 680 AND 880.  MINUTES TO SILICON VALLEY, TRANSPORTATION, WARM SPRINGS BART, SHOPPING, HEALTH CARE AND SO MUCH MORE.  THESE SELLERS HAVE LIVED HERE FOR ALMOST 27 YEARS.  RETIRING TO SO CAL. KITCHEN HAS OPEN FEEL WITH KITCHEN NOOK FOR EATING. ALL KITCHEN AND BAR CABINETS HAVE BEEN PAINTED FOR MAXIMUM LIGHT. NEW LAMINATE IN FAMILY ROOM, FORMAL DINING AND DEN. NEW PAINT THROUGHOUT. AIR CONDITIONING. INSIDE LAUNDRY ROOM. DEN IS 4TH BEDROOM AND IT'S DOWNSTAIRS WITH BUILT IN BOOKSHELVES, ETC. HIGH CEILINGS IN FORMAL STEP DOWN LIVING ROOM WITH LOTS OF WINDOWS FOR TONS OF LIGHT AND THAT 'OPEN' FEELING. BACK YARD FEELS SECLUDED AND RELAXING. HUGE MASTER SUITE WITH CELING FAN. MASTER BATH WITH LARGE STALL SHOWER AND SPACIOUS CLOSETS.  ***ROOF AND SOLAR ARE LESS THAN 18 MONTHS OLD AND BOUGHT AND PAID FOR BY SELLERS*** NO SOLAR LEASE PAYMENT! COME SEE! COME BUY! ","$8,207"
house_1498,—,600 E Weddell Dr #79 ,SUNNYVALE,CA,94089,0,2,2," 1,172",,Santa Clara County,11028693,0,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air,,35,46,71,201987,Sold,81761497,"Gorgeous remodeled mobile home. Vaulted ceilings. Fireplace. Freshly painted inside  &  outside. Great open floor plan with living room and kitchen. Perfect for entertaining. New flooring, new lighting. This home feels new!  Huge kitchen. Double pane windows. Walk-in Closet. Spacious Master Bathroom with double sinks. Two bedrooms  &  two full baths. 1172 square feet. Great location, quick freeway access to 101  &  237. Located in the ""All-Ages"", family park, El Dorado Mobile Home Community. Space rent $1,600. ",
house_1499,1991,970 Asilomar Ter #2 ,SUNNYVALE,CA,94086,0,2,2," 1,553", 0.0207,Santa Clara County,16545041,496,, 2,Vargas Elementary School,4,Sunnyvale Middle School,6,Homestead High School,9, Gas, Central Forced Air,38,39,84,1155622,Sold,81772882,"$30K PRICE REDUCTION!!!   Beautiful town home featuring 2 master suites! Located in the heart of Sunnyvale, minutes from Cal Train, downtown Sunnyvale  &  short drive to downtown MV. This home features new paint throughout, contemporary style laminate flooring  &  new carpet, new stainless appliances including a wine refrigerator, high ceilings, &  recessed lighting throughout! Loads of unique features including AC unit, custom closets, crawl space storage  &  more! The formal entry leads upstairs into bright and open living rm w/ fireplace  &  spacious ground level patio! There is a lg. formal DR   &  breakfast bar off of the sparkling kit. w/ 2nd patio great for outdoor dining  &  cooking! Beau. master suite w/ custom WIC, balcony, dual vanity, separate tub and marble floors. Spacious jr. bedroom has an en-suite bath w/ marble floor. Steps from comm. pool  &  spa! Attached 1 car gar. w/ an additional 1 car detached gar. nearby! Located near major companies, coffee, groceries, shopping  &  parks! ","$4,717"
house_1500,Condo/Co-op,3042 Gough St ,San Francisco,CA,94123,1550000,2,1,1285,,1924,—,300,, 1,Lilienthal (claire) Elementary School,9,Roosevelt Middle School,9,Wells (ida B.) High School,1,,,97,88,90,,Active,495431,"Spacious and bright Marina-style condominium! This expansive flat boasts a large living room with a fireplace flanked by bookshelves and a large bay window, which enters on to a formal dining room with a built-in hutch. The eat-in kitchen has a sink under the window and a separate and large pantry. There are 2 bedrooms, each adjacent to a bright sunroom overlooking the garden. The bedrooms share a split bath with a separate toilet and a tub/shower combination. Downstairs is a large common garden, featuring a patio area surrounded by landscaping, as well as a private bonus room off the garage, used as an office by the previous owner, complete with a window to the garden and a built-in desk. The garage area houses common laundry as well as 1-car parking for this unit. Ideally located in the Marina (and not on liquefaction, per the JCP), this condo is just blocks from the shops  &  restaurants on Chestnut  &  Union, Aquatic Park, the theater/events at Fort Mason, 2 playgrounds, and more! ","$8,079"
house_1501,Condo/Co-op,500 W Middlefield Rd #93 ,MOUNTAIN VIEW,CA,94043,698000,1,1, 752,,1971,1971,500,,,Edith Landels Elementary School,8,Crittenden Middle School,6,Mountain View High School,9, Electric, Ceiling Fan,55,48,89," $695,190",Active,81780434,"Wonderful single level End Unit condo with abundant natural lights in two directions. Kitchen featuring- newer quartz counter top, tiled backsplash, double sink, dishwasher. Double pane windows. Pergo floor throughout. Large bedroom with walk-in closet. Large Private patio with storage. in a well maintained complex, complete with swimming pool and clubhouse. Prime location in the back of a well maintained complex, complete with swimming pool and clubhouse. Conveniently located close to downtown Mountain View, Stevens Creek trail, shopping, and freeway accesses. A Must-See! ","$3,980"
house_1502,Townhouse,5216 Jacana Ct ,SAN JOSE,CA,95123,728888,3,2," 1,166", 0.0362,1988,1988,225, 1, 1,Del Roble Elementary School,4,,,Oak Grove High School,6, Central Forced Air, Central Forced Air,38,42,41," $745,312",Active,81782256,"Welcome home to this gorgeous home located in the heart of Blossom Hill. Newer kitchen has granite counters, stainless steel appliances, tile back splash and floor, and recessed lights. All baths have been updated with new cabinets, counters, floors, lights, fixtures, and showers. This move-in ready property features recessed lighting and large/open living room with cozy fireplace. Dual paned windows, Spacious master with high ceiling. New HVAC system and water heater, finished garage, and a charming perfect size low maintenance backyard. Walking distance to parks, schools and a few minutes from Oakridge Mall. Located in the highly desirable Meadowlands community in Blossom Valley and convenient to shopping, dining, entertaining, public transportation and freeway access. Low HOA community at $225/month ","$3,859"
house_1503,1955,2380 Forbes Ave ,SANTA CLARA,CA,95050,0,3,2," 1,291", 0.1217,Santa Clara County,29404004,0,, 1,Westwood Elementary School,8,Buchser Middle School,5,Santa Clara High School,8, Central Forced Air (Gas), Window/Wall Unit,55,33,81,1345707,Sold,81773063,"Centrally located in the heart of Santa Clara convenient commute to world-class companies, grocery, shopping mall, Pruneridge Golf Club, Santa Clara Recreation Center, Santa Clara Swim Club, Central Park Library, Pruneridge Shopping Center, and three parks. This house has a floorplan that flows well with natural light pouring into open living room/dining area flowing into the kitchen and family room. Adjacent to family room is master bedroom and two bedrooms in back, one with sliding door access. Doors can be closed to make two separate living areas between the living room/family room and living room/kitchen. Hardwood flooring, newer interior painting and recessed lighting in the main living area, plus refinished kitchen cabinets. Spacious backyard with a covered patio. Welcome home! ","$5,731"
house_1504,Condo/Co-op,555 Bartlett St #306 ,San Francisco,CA,94110,1149000,2,2,934,,—,—,542,, 1,Rooftop Elementary School,6,Denman (james) Middle School,4,Wells (ida B.) High School,1,,,99,85,87," $1,149,357",Active,495567,"A fantastic condo in the heart of San Francisco with views of Bernal Heights! This Inner Mission location offers sunshine nearly year round. Originally the model unit, the upgrades in this condo are apparent with custom closets in both bedrooms, gleaming hardwood floors and a high-end appliance package with quiet closing drawers, designer tile and stone surface counters plus an in-unit W/ D. A private balcony + the building shares a rooftop garden and is serviced by an elevator. This unit includes a dedicated parking space plus extra storage within the building. Conveniently located close to BART, 280  &  101 freeways. The condo is a 2 minute walk to the 24th Street BART station and an easy 20 minute ride to downtown or SFO, and Muni bus stops and the Google/Facebook shuttle stops are nearby as well. Walkable to La Taqueria, Tartine Bakery, Flour + Water, Foreign Cinema, Delfina, Universal Cafe, Skylark, The Elbo Room plus great dive bars and curated craft beer and cocktail bars as well.  ","$6,308"
house_1505,Mobile/Manufactured Home,29281 Whalebone Way ,Hayward,CA,94544,312000,3,2,1720,,2005,—,0,,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,52,45,63," $302,279",Active,40888706,"CHECK IT OUT! THIS BARELY LIVED IN HOME IS LIKE NEW INSIDE! TRIPLE WIDE IN A GREAT PARK. ENTER INTO THE GOOD-SIZED LIVING ROOM AREA WITH A FIREPLACE. NICE DINING AREA OFF A VERY SPACIOUS KITCHEN WITH A TILED FLOOR. APPLIANCES SHOW LIKE NEW. WALL TO WALL CARPETING, TWO GOOD SIZED GUEST BEDROOMS. WANT A LARGE MASTER BEDROOM?  WELL HERE IT IS TO ROAM AROUND IN! ENTER THE DOUBLE DOOR ENTRY, LEFT SIDE OF THE DOUBLE DOOR IS CLOSED. THE RIGHT SIDE IS WALK-IN CLOSET OR STORAGE ROOM.  THE MASTER BATH HAS A SOAKING TUB TO RELAX IN.  FOR YOUR OUTDOOR PLEASURE, CHECK OUT THE CLUBHOUSE. Price Reduced !!!   this is a senior park ","$1,546"
house_1506,,37320 Hatchling Ter ,Fremont,CA,94536,899990,3,3,1774,,,,0,,,Glenmoor Elementary School,7,,,Washington High School,9,,,85,42,55," $900,162",Active,,"Featuring an open floor plan with modern detail upgrades, this Plan 2 is yours to have!. This tri-level home boasts espresso cabinetry with granite countertops in the kitchen. Owner's bath has shower with seat. End home ready for immediate move in.  ","$4,479"
house_1507,Townhouse,6978 Gregorich Dr Unit A ,SAN JOSE,CA,95138,679950,3,3," 1,377", 0.0302,1992,1992,343,, 1,Los Paseos Elementary School,5,Martin Murphy Middle School,6,Ann Sobrato High School,7, Central Forced Air, Central Forced Air,7,32,56," $679,428",Active,81784496,"Welcome to California Maison and this absolutely beautiful, move-in ready town-home. End Unit (unit A), spacious, bright  &  cheery with plenty of natural light. Offers its own back patio for relaxing all day or to BBQ. Cozy fireplace in living room and separate dining room. Open concept kitchen, tile counter tops, loads of cabinet space, gas range, dishwasher, built-in microwave/hood and more. Extra storage closet under stairs. Full hall bath and 1 bedroom on ground floor and spacious 2 master bedrooms  &  bathrooms on top floor. 1-car attached garage with indoor access and auto door opener plus your own indoor laundry closet. Wonderful community with pool  &  spa. Close to major commute routes, shopping centers, Morgan Hill and its wine trails, hiking and so much more. HOA dues include garbage and exterior maintenance. Come see it today and you'll want to make it home! ","$3,733"
house_1508,Multi-Family (2-4 Unit),4440 Decoto Rd ,Fremont,CA,94555,3750000,—,—,—,,1925,1945,0,,,Patterson Elementary School,7,,,American High School,10,,,57,41,49," $2,198,919",Active,40838903,"Vacant land at corner of Decoto Rd & Cabrillo Ct   Currently zoned R-1-6 Other properties in the area are zoned commercial, check with city of Fremont. ~Silicon Valley Accessibility~ Fremont residents enjoy unparalleled access to the world’s most dynamic and exciting companies such as Facebook, Apple, and Google.  The Dumbarton Bridge, just minutes from this property, Interstates 680 & 880, connect Fremont to the heart of Silicon Valley and San Francisco Peninsula.  Two BART stations connect Fremont to SF, Oakland, and later this year, San Jose.   ~East Bay’s Thriving Economy~ Fremont has entrepreneurial city government and a reputation for attracting world-renowned companies.  Fremont is home to 1,200+ high tech, advanced manufacturing, life science, and clean technology firms, with 20,000 new jobs expected by 2040.   One of the most diverse and well-educated cities in the Bay Area. ","$18,663"
